,text,labels
12047,"BACKGROUND Although basal cell carcinoma ( BCC ) is the most common type of skin cancer , the incidence of metastasis is exceedingly low .
",
12048,"OBJECTIVE Case presentation of a basal cell carcinoma arising on the dorsum of the foot with inguinal and pelvic lymph node metastases .
",
12049,"METHOD Case presentation with literature review .
",
12050,"RESULT On the basis of our review of Japanese literature , the risk factors for BCC metastasis are occurrence on the genitalia , diameter of more than 3 cm , deep invasion of tumor cells into extradermal structures , and infiltrative/morpheic histological type .
",Activating invasion and metastasis--
12051,"CONCLUSION Although metastasis from BCC is extremely rare , the prognosis of metastatic BCC is often poor .
",
12052,"Careful follow-up is recommended in cases with high risk factors .
",
12053,"We report clinical findings that extend the phenotype of the kb 16p11.2 microdeletion syndrome to include a rare , severe , and persistent pediatric speech sound disorder termed Childhood Apraxia of Speech ( CAS ) .
",
12054,"CAS is the speech disorder identified in a multigenerational pedigree ( 'KE' ) in which half of the members have a mutation in FOXP2 that co-segregates with CAS , oromotor apraxia , and low scores on a nonword repetition task .
",
12055,"Each of the two patients in the current report completed a 2-h assessment protocol that provided information on their cognitive , language , speech , oral mechanism , motor , and developmental histories and performance .
",
12056,"Their histories and standard scores on perceptual and acoustic speech tasks met clinical and research criteria for CAS .
",
12057,"Array comparative genomic hybridization analyses identified deletions at chromosome 16p11.2 in each patient .
",
12058,"These are the first reported cases with well-characterized CAS in the 16p11.2 syndrome literature and the first report of this microdeletion in CAS genetics research .
",
12059,"We discuss implications of findings for issues in both literatures .
",
12060,"Mutations in adenomatous polyposis coli ( APC ) gene are found in more than 80% of colorectal cancer ( CRC ) patients .
",
12061,"The nuclear transcription factor Nrf2 plays a central role in the regulation of oxidative stress and inflammation .
",
12062,"Previously , we have shown that chronic inflammation in Nrf2(-/-) ( Nrf2 knockout ; KO ) mice resulted in higher expression of inflammatory markers and cytokines , coupled with higher inflammatory damage to the colonic crypt cells , as compared to the Nrf2(+/+) ( wild type ; WT ) mice .
",
12063,"Induction of mutation in the colon by administration of carcinogen , AOM prior to DSS-induced inflammation resulted in higher tumor incidence and numbers in Nrf2KO mice .
",
12064,"These results indicate that Nrf2-dependent inhibition of inflammation appears to be critical in inhibiting mutation-initiated colorectal carcinogenesis .
",
12065,"In this study , we aim to investigate if loss of Nrf2 would dose-dependently promote intestinal tumorigenesis in Apc(min/+) mice .
",
12066,"To demonstrate the in vivo mechanisms , we constructed both Apc mutated and Nrf2 deficient strain Apc(min/+) mice with C57BL/6 Nrf2KO mice to obtain F1 , Apc(min/+) ;Nrf2(+/-) and F2 , Apc(min/+) ;Nrf2(-/-) mice .
",
12067,"Nrf2KO decreased the protein expression of antioxidant enzyme NQO1 in Apc(min/+) .
",
12068,"In contrast , Nrf2KO enhanced the expression of inflammatory markers such as COX-2 , cPLA , LTB(4) in Apc(min/+) .
",Tumor promoting inflammation--Inflammation--
12069,"Finally , Nrf2KO resulted in higher level of PCNA and c-Myc expression in intestinal tissue , indicating the deficiency of Nrf2 promotes proliferation of intestinal crypt cells in Apc(min/+) .
",Sustaining proliferative signaling--Cell cycle
12070,"Taken together , our results suggest that Nrf2KO attenuates anti-oxidative stress pathway , induces inflammation , and increases proliferative potential in the intestinal crypts leading to enhanced intestinal carcinogenesis and adenomas in Apc(min/+) . © 2012 Wiley Periodicals , Inc .
",Tumor promoting inflammation--Inflammation--Oxidative stress
12071,"Hesperetin , a flavonoid from citrus fruits , has several bioactivities such as anti-inflammatory , antihypertensive , antiatherogenic effects .
",
12072,"However , studies elucidating the role and the mechanism(s) of action of hesperetin in cervical cancer are sparse .
",
12073,"In this study , we investigated the mechanism of the antiproliferative and apoptotic actions exerted by hesperetin on human cervical cancer SiHa cells .
",
12074,"The viability of SiHa cells was evaluated using the MTT assay , apoptosis by acridine orange/ethidium bromide , propidium iodide , TUNEL assay , and Annexin V-Cy3 , cell cycle distribution and mitochondrial transmembrane potential using flow cytometry , and apoptotic marker genes using quantitative real-time PCR .
",
12075,"The treatment of SiHa cells with hesperetin ( IC(50,) 650μm ) showed a marked concentration- and time-dependent inhibition of proliferation and induced the G2/M phase in a dose-dependent manner after 24h .
",Sustaining proliferative signaling--Cell cycle
12076,"There was an attenuation of mitochondrial membrane potential with increased expression of caspase-3 , caspase-8 , caspase-9 , p53 , Bax , and Fas death receptor and its adaptor protein Fas-associated death domain-containing protein ( FADD ) , indicating the participation of both death receptor- and mitochondria-related mechanisms .
","Resisting cell death--Apoptosis,Resisting cell death--Apoptosis"
12077,"Furthermore , hesperetin-induced apoptosis was confirmed by TUNEL and Annexin V-Cy3 .
",Resisting cell death--Apoptosis
12078,"This study shows that hesperetin exhibits a potential anticancer activity against human cervical cancer cell lines in vitro through the reduction in cell viability and the induction of apoptosis .
",Resisting cell death--Apoptosis
12079,"Altogether , these data sustain our contention that hesperetin has anticancer properties and merits further investigation as a potential therapeutic agent .
",
12080,"Placental Growth Factor ( PGF ) is a key molecule in angiogenesis .
",
12081,"Several studies have revealed an important role of PGF primarily in pathological conditions ( e.g. : ischaemia , tumour formation , cardiovascular diseases and inflammatory processes ) suggesting its use as a potential therapeutic agent .
",
12082,"However , to date , no information is available regarding the genetics of PGF variability .
",
12083,"Furthermore , even though the effect of environmental factors ( e.g. : cigarette smoking ) on angiogenesis has been explored , no data on the influence of these factors on PGF levels have been reported so far .
",
12084,"Here we have first investigated PGF variability in two cohorts focusing on non-genetic risk factors : a study sample from two isolated villages in the Cilento region , South Italy ( N=871 ) and a replication sample from the general Danish population ( N=1,812 ) .
",
12085,"A significant difference in PGF mean levels was found between the two cohorts .
",Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors
12086,"However , in both samples , we observed a strong correlation of PGF levels with ageing and sex , men displaying PGF levels significantly higher than women .
",Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors
12087,"Interestingly , smoking was also found to influence the trait in the two populations , although differently .
",
12088,"We have then focused on genetic risk factors .
",
12089,"The association between five single nucleotide polymorphisms ( SNPs ) located in the PGF gene and the plasma levels of the protein was investigated .
",
12090,"Two polymorphisms ( rs11850328 and rs2268614 ) were associated with the PGF plasma levels in the Cilento sample and these associations were strongly replicated in the Danish sample .
",
12091,"These results , for the first time , support the hypothesis of the presence of genetic and environmental factors influencing PGF plasma variability .
",
12092,"FZR1 is an anaphase-promoting complex ( APC ) activator best known for its role in the mitotic cell cycle at M-phase exit , in G1 , and in maintaining genome integrity .
",
12093,"Previous studies also established that it prevents meiotic resumption , equivalent to the G2/M transition .
",
12094,"Here we report that mouse oocytes lacking FZR1 undergo passage through meiosis I that is accelerated by h , and this is due to an earlier onset of spindle assembly checkpoint ( SAC ) satisfaction and APC(CDC20) activity .
",
12095,"However , loss of FZR1 did not compromise SAC functionality ; instead , earlier SAC satisfaction was achieved because the bipolar meiotic spindle was assembled more quickly in the absence of FZR1 .
",
12096,"This novel regulation of spindle assembly by FZR1 led to premature bivalent attachment to microtubules and loss of kinetochore-bound MAD2 .
",
12097,"Bivalents , however , were observed to congress poorly , leading to nondisjunction rates of 25% .
",
12098,"We conclude that in mouse oocytes FZR1 controls the timing of assembly of the bipolar spindle and in so doing the timing of SAC satisfaction and APC(CDC20) activity .
",
